,FIPS_ID,FIRE_NAME,FIRE_YEAR,DISCOVERY_TIME,STAT_CAUSE_DESCR,CONT_DATE,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,FIPS_NAME,DISCOVERY_MONTH,DISCOVERY_DAY,AWND,PRCP,TAVG,DURING_A_DROUGHT,WATERSHD,POP_BY_COUNTY
6483,065-2549,QUEEN,2008,920.0,Campfire,12/13/2008,937.0,0.01,A,33.74777778,-116.83277779999999,Riverside,12,13,8.3325,0.0084,46.27272727,1.0,0,2098000
6484,065-255,LOCAL,2001,1100.0,Children,8/2/2001,1105.0,0.1,A,33.96865,-116.50145,Riverside,8,2,6.4875,0.0075,80.76923077,0.0,0,1616000
6485,065-2550,RAMP,2008,1328.0,Missing/Undefined,6/10/2008,1400.0,0.1,A,33.92386,-116.64636000000002,Riverside,6,10,9.543333333,0.000526316,73.09090909,1.0,0,2098000
6486,065-2551,RANCH,2008,1404.0,Miscellaneous,7/20/2008,1500.0,70.0,C,33.8167,-117.0692,Riverside,7,19,8.9475,0.0,77.36363636,1.0,0,2098000
6487,065-2552,RED CLOUD,2008,1700.0,Equipment Use,6/30/2008,1830.0,0.1,A,33.6778,-115.5592,Riverside,6,30,7.9066666670000005,0.0,83.36363636,1.0,0,2098000
6488,065-2553,REFLECTOR,2008,950.0,Campfire,8/30/2008,1015.0,0.1,A,33.57944444,-116.62333329999998,Riverside,8,30,6.2625,0.019,79.18181818,1.0,0,2098000
6489,065-2554,RIM,2008,1656.0,Equipment Use,9/25/2008,1730.0,0.1,A,33.92325,-116.66338999999999,Riverside,9,25,5.3125,0.0,81.0,1.0,0,2098000
6490,065-2555,SAGE,2008,1428.0,Equipment Use,8/23/2008,1600.0,5.0,B,33.55311,-116.91525,Riverside,8,23,4.7525,0.000526316,76.0,1.0,0,2098000
6491,065-2556,SAN_JUAN,2008,1415.0,Miscellaneous,11/17/2008,1630.0,2.0,B,33.60166667,-117.45166670000002,Riverside,11,17,3.7475,0.0,69.0,1.0,0,2098000
6492,065-2557,SAW MILL,2008,1823.0,Lightning,8/5/2008,900.0,1.0,B,33.638303,-116.378303,Riverside,8,4,5.425,0.01,82.18181818,1.0,0,2098000
6493,065-2558,SHAVERS,2008,1733.0,Equipment Use,6/25/2008,1800.0,0.1,A,33.6597,-115.7511,Riverside,6,25,8.726666667,0.0,73.45454545,1.0,0,2098000
6494,065-2559,SITE_7,2008,1015.0,Campfire,5/25/2008,1040.0,0.1,A,33.65111111,-117.40944440000001,Riverside,5,25,10.36666667,0.013157895,52.36363636,1.0,0,2098000
6495,065-256,LOCAL,2001,1636.0,Children,8/6/2001,1638.0,0.1,A,33.96865,-116.50145,Riverside,8,6,5.59,0.0025,86.0,0.0,0,1616000
6496,065-2560,SOBOBA,2008,1300.0,Campfire,10/30/2008,1500.0,0.1,A,33.76611111,-116.84916670000001,Riverside,10,30,3.3,0.00041666699999999996,70.09090909,1.0,0,2098000
6497,065-2561,STAGE,2008,1601.0,Equipment Use,9/11/2008,1611.0,1.0,B,33.44916667,-116.89444440000001,Riverside,9,11,5.3675,0.005714286,68.90909091,1.0,0,2098000
6498,065-2562,STING,2008,1615.0,Campfire,7/27/2008,1625.0,0.1,A,33.60666667,-117.4327778,Riverside,7,27,8.11,0.0,75.45454545,1.0,0,2098000
6499,065-2563,SUNNY,2008,1850.0,Arson,9/30/2008,1930.0,0.1,A,33.82669,-117.26008,Riverside,9,30,4.585,0.0,81.90909091,1.0,0,2098000
6500,065-2564,SWING,2008,1854.0,Debris Burning,8/23/2008,2000.0,0.25,A,33.70055556,-117.4052778,Riverside,8,23,4.7525,0.000526316,76.0,1.0,0,2098000
6501,065-2565,TABLE,2008,1638.0,Lightning,8/25/2008,1730.0,0.1,A,33.56111111,-116.60444440000002,Riverside,8,25,7.55,0.0,82.36363636,1.0,0,2098000
6502,065-2566,TEMPO,2008,1601.0,Miscellaneous,9/25/2008,1610.0,0.1,A,33.57722222,-116.62083329999999,Riverside,9,25,5.3125,0.0,81.0,1.0,0,2098000
6503,065-2567,THOMAS,2008,1015.0,Campfire,8/31/2008,1045.0,0.1,A,33.53388889,-116.7811111,Riverside,8,31,8.11,0.043,75.63636364,1.0,0,2098000
6504,065-2568,TOLLGATE,2008,1750.0,Miscellaneous,11/23/2008,1901.0,0.1,A,33.73361111,-116.7375,Riverside,11,23,3.3575,0.000833333,59.72727273,1.0,0,2098000
6505,065-2569,TORO PEAK,2008,1703.0,Lightning,8/5/2008,735.0,1.0,B,33.534803000000004,-116.423103,Riverside,8,4,5.425,0.01,82.18181818,1.0,0,2098000
6506,065-257,LOCAL,2001,1400.0,Equipment Use,8/10/2001,1412.0,0.1,A,33.808219,-117.269819,Riverside,8,10,5.146666667,0.0,81.83333333,0.0,0,1616000
6507,065-2570,TRAILER,2008,900.0,Arson,3/16/2008,1104.0,0.1,A,33.53083333,-117.48527779999999,Riverside,3,16,8.576666667000001,0.081111111,44.0,1.0,0,2098000
6508,065-2571,TRILOGY,2008,1255.0,Equipment Use,11/6/2008,1315.0,0.1,A,33.76444444,-117.49444440000002,Riverside,11,6,6.765,0.0,62.45454545,1.0,0,2098000
6509,065-2572,TWILIGHT,2008,1805.0,Miscellaneous,11/18/2008,1820.0,0.1,A,33.63138889,-117.425,Riverside,11,18,3.525,0.0,67.63636364,1.0,0,2098000
6510,065-2573,VAIL,2008,1505.0,Miscellaneous,8/18/2008,2359.0,135.0,D,33.4675,-116.95805559999998,Riverside,8,18,7.4375,0.0,77.09090909,1.0,0,2098000
6511,065-2574,VALLEY,2008,1133.0,Equipment Use,6/23/2008,1800.0,20.0,C,33.48608,-116.83122,Riverside,6,23,8.203333333,0.0,81.45454545,1.0,0,2098000
6512,065-2575,VALLEY 2,2008,1923.0,Arson,9/27/2008,1940.0,0.1,A,33.56027778,-116.6013889,Riverside,9,27,4.8675,0.0,78.45454545,1.0,0,2098000
6513,065-2576,WEST,2008,1331.0,Miscellaneous,11/12/2008,1351.0,0.1,A,33.59222222,-117.49027779999999,Riverside,11,12,5.3125,0.0,62.63636364,1.0,0,2098000
6514,065-2577,WINDSTAR,2008,1110.0,Miscellaneous,7/4/2008,1200.0,0.1,A,33.78555556,-116.74027779999999,Riverside,7,4,7.98,0.0,84.45454545,1.0,0,2098000
6515,065-2578,53,2009,930.0,Equipment Use,1/17/2009,940.0,0.1,A,33.71027778,-116.7675,Riverside,1,17,4.0275,0.0,59.09090909,1.0,0,2132000
6516,065-2579,3SPOT,2009,1705.0,Miscellaneous,3/20/2009,1755.0,0.1,A,33.77833333,-117.48888889999999,Riverside,3,20,6.15,0.0,59.63636364,1.0,0,2132000
6517,065-258,LOCAL,2001,1926.0,Equipment Use,8/20/2001,1933.0,0.1,A,33.8812,-116.501869,Riverside,8,20,8.2225,0.0,81.30769231,0.0,0,1616000
6518,065-2580,ALESSANDRO,2009,1620.0,Campfire,6/3/2009,1625.0,0.1,A,33.6375,-116.7988889,Riverside,6,3,6.71,0.004137931,67.81818182,1.0,0,2132000
6519,065-2581,AREA 3,2009,1320.0,Miscellaneous,5/24/2009,1600.0,0.5,B,33.73805556,-116.84,Riverside,5,24,8.275,0.0,64.45454545,1.0,0,2132000
6520,065-2582,AZALEA,2009,1000.0,Miscellaneous,7/5/2009,1050.0,0.1,A,33.81861111,-116.75388889999999,Riverside,7,5,7.2175,0.0,78.63636364,1.0,0,2132000
6521,065-2583,BANNING,2009,1220.0,Miscellaneous,10/3/2009,2100.0,15.0,C,33.88555556,-116.8938889,Riverside,10,3,7.605,0.0,65.18181818,1.0,0,2132000
6522,065-2584,BEE,2009,745.0,Campfire,1/4/2009,755.0,0.1,A,33.74833333,-116.74944440000002,Riverside,1,4,10.29,0.008518519,44.09090909,1.0,0,2132000
6523,065-2585,BEE 2,2009,930.0,Campfire,5/9/2009,950.0,0.1,A,33.74777778,-116.83305559999998,Riverside,5,9,6.71,0.000689655,71.3,1.0,0,2132000
6524,065-2586,BEE 3,2009,1020.0,Campfire,5/24/2009,1030.0,0.1,A,33.74777778,-116.83305559999998,Riverside,5,24,8.275,0.0,64.45454545,1.0,0,2132000
6525,065-2587,BEE 4,2009,945.0,Campfire,5/30/2009,1000.0,0.1,A,33.74777778,-116.83305559999998,Riverside,5,30,7.385,0.001333333,66.63636364,1.0,0,2132000
6526,065-2588,BEGONIA,2009,1246.0,Lightning,9/2/2009,1320.0,3.0,B,33.52638889,-116.8447222,Riverside,9,2,5.5925,0.02125,82.90909091,1.0,0,2132000
6527,065-2589,BENTON,2009,1648.0,Lightning,6/3/2009,2000.0,0.3,B,33.0,-116.0,Riverside,6,3,6.71,0.004137931,67.81818182,1.0,0,2132000
6528,065-259,LOCAL,2001,357.0,Miscellaneous,8/22/2001,410.0,0.1,A,33.8812,-116.501869,Riverside,8,22,6.5975,0.0,73.76923077,0.0,0,1616000
6529,065-2590,BLACK,2009,1143.0,Campfire,5/31/2009,1200.0,0.1,A,33.8375,-116.7452778,Riverside,5,12,8.335,0.0,66.2,1.0,0,2132000
6530,065-2591,BLACK 2,2009,1135.0,Campfire,6/14/2009,1140.0,0.1,A,33.81444444,-116.75388889999999,Riverside,6,14,10.125,0.0,63.63636364,1.0,0,2132000
6531,065-2592,BLACK 3,2009,2048.0,Campfire,9/19/2009,2210.0,0.1,A,33.82138889,-116.76222220000001,Riverside,9,19,4.6425,0.0,78.72727273,1.0,0,2132000
6532,065-2593,BON,2009,830.0,Campfire,8/8/2009,950.0,0.1,A,33.83277778,-116.74,Riverside,8,8,6.1525,0.0,71.1,1.0,0,2132000
6533,065-2594,BONFIRE,2009,545.0,Campfire,10/18/2009,630.0,0.1,A,33.66361111,-117.40222220000001,Riverside,10,18,4.7,0.0,71.54545455,1.0,0,2132000
6534,065-2595,BOX CANYON CAR 1,2009,1100.0,Missing/Undefined,2/13/2009,1100.0,0.1,A,33.5856,-115.9758,Riverside,2,13,5.425,0.033461538,40.54545455,1.0,0,2132000
6535,065-2596,BRECKENRIDGE,2009,1531.0,Missing/Undefined,7/3/2009,2100.0,6.0,B,33.9028,-116.9544,Riverside,7,3,7.9425,0.0,78.54545455,1.0,0,2132000
6536,065-2597,BULLET,2009,1405.0,Campfire,7/3/2009,1420.0,0.1,A,33.67944444,-116.62222220000001,Riverside,7,3,7.9425,0.0,78.54545455,1.0,0,2132000
6537,065-2598,BUNDY,2009,1958.0,Missing/Undefined,9/30/2009,2005.0,0.1,A,33.62617,-117.25093999999999,Riverside,9,30,8.0525,0.0,66.72727273,1.0,0,2132000
6538,065-2599,CACTUS,2009,920.0,Lightning,6/3/2009,1020.0,0.1,A,33.71222222,-116.775,Riverside,6,3,6.71,0.004137931,67.81818182,1.0,0,2132000
6539,065-26,LOCAL,2000,1910.0,Smoking,1/14/2000,1915.0,0.1,A,33.924989000000004,-116.431739,Riverside,1,14,3.245,0.0,61.54545455,1.0,0,1559000
6540,065-260,LOCAL,2001,326.0,Equipment Use,8/28/2001,336.0,0.1,A,33.79485,-116.919731,Riverside,8,28,7.045,0.0,81.53846154,0.0,0,1616000
6541,065-2600,CALLBOX,2009,1120.0,Missing/Undefined,11/21/2009,1145.0,0.1,A,33.940459999999995,-117.04658,Riverside,11,21,3.7475,0.0,51.36363636,1.0,0,2132000
6542,065-2601,CANDY,2009,1410.0,Miscellaneous,7/8/2009,1430.0,0.1,A,33.61777778,-117.42916670000001,Riverside,7,8,7.4375,0.00035714300000000003,75.0,1.0,0,2132000
6543,065-2602,CANYON,2009,1230.0,Miscellaneous,4/9/2009,1255.0,0.1,A,33.74888889,-116.8347222,Riverside,4,9,7.045,0.0,53.0,1.0,0,2132000
6544,065-2603,CASTILLE,2009,1855.0,Arson,8/8/2009,1928.0,0.1,A,33.54027778,-116.6911111,Riverside,8,8,6.1525,0.0,71.1,1.0,0,2132000
6545,065-2604,CAVE,2009,1515.0,Arson,9/8/2009,1700.0,0.25,A,33.55527778,-116.72916670000001,Riverside,9,8,5.48,0.000454545,73.63636364,1.0,0,2132000
6546,065-2605,CHIMNEY,2009,1400.0,Campfire,6/8/2009,1410.0,0.1,A,33.73833333,-116.77722220000001,Riverside,6,7,8.445,0.0,62.27272727,1.0,0,2132000
6547,065-2606,CHIRIACO,2009,1029.0,Arson,11/20/2009,1100.0,0.1,A,33.659279999999995,-115.72511000000002,Riverside,11,20,3.805,0.0004,56.81818182,1.0,0,2132000
6548,065-2607,CIVIC,2009,511.0,Miscellaneous,11/18/2009,528.0,0.1,A,33.63722222,-117.3391667,Riverside,11,18,3.3575,0.0,54.72727273,1.0,0,2132000
6549,065-2608,CLEARWATER,2009,1902.0,Miscellaneous,7/31/2009,2355.0,2.0,B,33.88805556,-116.62472220000001,Riverside,7,31,5.9275,0.0,77.09090909,1.0,0,2132000
6550,065-2609,CONNECTICUT,2009,1400.0,Equipment Use,7/20/2009,1430.0,3.0,B,33.7048,-117.242797,Riverside,7,20,7.94,0.0,86.18181818,1.0,0,2132000
6551,065-261,LOCAL,2001,1709.0,Children,8/28/2001,1749.0,0.1,A,33.925169,-117.0768,Riverside,8,28,7.045,0.0,81.53846154,0.0,0,1616000
6552,065-2610,CORKILL,2009,1653.0,Missing/Undefined,9/27/2009,1700.0,0.1,A,33.92494,-116.43211000000001,Riverside,9,27,4.3625,0.0,80.90909091,1.0,0,2132000
6553,065-2611,COTTONWOOD,2009,1710.0,Miscellaneous,8/31/2009,1800.0,2409.0,F,33.73611111,-116.81805559999998,Riverside,8,27,4.7525,0.0,85.36363636,1.0,0,2132000
6554,065-2612,COTTONWOOD,2009,1425.0,Equipment Use,10/25/2009,1500.0,0.1,A,33.66025,-115.78575,Riverside,10,25,9.1175,0.0,71.27272727,1.0,0,2132000
6555,065-2613,CULVERT,2009,1715.0,Arson,6/15/2009,1730.0,0.1,A,33.73194444,-116.8102778,Riverside,6,15,10.57,0.0,62.81818182,1.0,0,2132000
6556,065-2614,DARK CANYON,2009,1904.0,Campfire,7/4/2009,1940.0,0.1,A,33.80361111,-116.7325,Riverside,7,4,7.27,0.0007142860000000001,80.0,1.0,0,2132000
6557,065-2615,DAYS,2009,1100.0,Campfire,5/23/2009,1110.0,0.1,A,33.62138889,-116.6827778,Riverside,5,23,7.3825,0.0,66.09090909,1.0,0,2132000
6558,065-2616,DIKE,2009,2049.0,Equipment Use,10/27/2009,2130.0,0.1,A,33.66375,-115.86356,Riverside,10,27,10.625,0.0,59.27272727,1.0,0,2132000
6559,065-2617,DILLON,2009,2108.0,Missing/Undefined,8/7/2009,2200.0,0.1,A,33.74581,-116.16417,Riverside,8,7,7.995,0.0,68.2,1.0,0,2132000
6560,065-2618,DRIFTER,2009,2230.0,Campfire,7/4/2009,2345.0,0.1,A,33.82138889,-116.76194440000002,Riverside,7,4,7.27,0.0007142860000000001,80.0,1.0,0,2132000
6561,065-2619,EL TORO,2009,1341.0,Missing/Undefined,11/9/2009,1430.0,3.0,B,33.713640000000005,-117.34281000000001,Riverside,11,9,3.8033333330000003,0.0,62.63636364,1.0,0,2132000
6562,065-262,LOCAL,2001,1635.0,Children,9/11/2001,1645.0,0.1,A,33.96865,-116.50145,Riverside,9,11,5.255,0.0,76.69230769,0.0,0,1616000
6563,065-2620,EL_CARISO,2009,1258.0,Campfire,8/9/2009,1310.0,0.1,A,33.65138889,-117.41277779999999,Riverside,8,9,5.37,0.000833333,74.9,1.0,0,2132000
6564,065-2621,ELM,2009,1530.0,Miscellaneous,7/7/2009,2300.0,350.0,E,33.89361111,-116.8947222,Riverside,7,7,8.11,0.0007142860000000001,75.72727273,1.0,0,2132000
6565,065-2622,ERNIE,2009,1000.0,Smoking,7/19/2009,1325.0,0.1,A,33.75472222,-116.69194440000001,Riverside,7,19,7.55,0.0,87.45454545,1.0,0,2132000
6566,065-2623,FEDZ,2009,1120.0,Campfire,5/12/2009,1129.0,0.1,A,33.73777778,-116.83944440000002,Riverside,5,12,8.335,0.0,66.2,1.0,0,2132000
6567,065-2624,FOLLMAN,2009,1803.0,Miscellaneous,7/9/2009,1830.0,0.5,B,33.62972222,-117.34444440000001,Riverside,7,9,5.8725,0.0,76.18181818,1.0,0,2132000
6568,065-2625,FORD,2009,1413.0,Equipment Use,11/18/2009,1445.0,0.1,A,33.92281,-116.67918999999999,Riverside,11,18,3.3575,0.0,54.72727273,1.0,0,2132000
6569,065-2626,FREEWAY,2009,1356.0,Equipment Use,1/19/2009,1415.0,0.1,A,33.92297,-116.67156000000001,Riverside,1,19,5.4225,0.0,61.18181818,1.0,0,2132000
6570,065-2627,FRESNO,2009,430.0,Miscellaneous,7/16/2009,845.0,0.2,A,33.85388889,-117.65916670000001,Riverside,7,16,6.7675,0.0,83.90909091,1.0,0,2132000
6571,065-2628,FULMER,2009,630.0,Campfire,9/21/2009,700.0,0.1,A,33.80416667,-116.77944440000002,Riverside,9,21,4.305,0.0,78.0,1.0,0,2132000
6572,065-2629,GANAHL,2009,1750.0,Miscellaneous,11/10/2009,1805.0,0.5,B,33.825,-117.57916670000002,Riverside,11,10,3.58,0.0,65.63636364,1.0,0,2132000
6573,065-263,LOCAL,2001,1040.0,Miscellaneous,9/12/2001,1040.0,0.1,A,34.011569,-117.48,Riverside,9,12,6.88,0.0,76.38461538,0.0,0,1616000
6574,065-2630,GARDENIA,2009,1135.0,Miscellaneous,8/28/2009,1200.0,9.5,B,33.77888889,-117.5022222,Riverside,8,28,4.92,0.0,87.09090909,1.0,0,2132000
6575,065-2631,GASNER,2009,1300.0,Miscellaneous,7/28/2009,1342.0,0.1,A,33.59416667,-116.75194440000001,Riverside,7,28,8.11,0.0,80.45454545,1.0,0,2132000
6576,065-2632,GILMAN,2009,1431.0,Missing/Undefined,10/22/2009,1530.0,1.0,B,33.93575,-117.11247,Riverside,10,22,3.9725,0.0,67.72727273,1.0,0,2132000
6577,065-2633,GOFF,2009,1202.0,Campfire,7/21/2009,1219.0,0.1,A,33.64,-116.5925,Riverside,7,21,6.6575,0.001071429,84.81818182,1.0,0,2132000
6578,065-2634,GOLD,2009,1633.0,Missing/Undefined,9/27/2009,1700.0,0.1,A,33.92494,-116.43211000000001,Riverside,9,27,4.3625,0.0,80.90909091,1.0,0,2132000
6579,065-2635,HIGHWAY,2009,1554.0,Equipment Use,5/31/2009,1615.0,0.1,A,33.70861111,-116.76083329999999,Riverside,5,31,7.6625,0.0,67.81818182,1.0,0,2132000
6580,065-2636,HIGHWAY,2009,159.0,Missing/Undefined,8/19/2009,526.0,3.0,B,33.93881,-117.09671999999999,Riverside,8,19,5.59,0.0,76.5,1.0,0,2132000
6581,065-2637,HIGHWAY,2009,445.0,Miscellaneous,9/2/2009,530.0,0.1,A,33.63305556,-117.425,Riverside,9,2,5.5925,0.02125,82.90909091,1.0,0,2132000
6582,065-2638,HONDA,2009,2127.0,Miscellaneous,4/24/2009,2131.0,0.1,A,33.64611111,-117.3852778,Riverside,4,24,11.745,0.0,59.3,1.0,0,2132000
6583,065-2639,HONDA,2009,624.0,Missing/Undefined,5/8/2009,700.0,0.1,A,33.68958,-117.28333,Riverside,5,8,5.535,0.0,75.3,1.0,0,2132000
6584,065-264,LOCAL,2001,1632.0,Miscellaneous,9/12/2001,1642.0,0.4,B,33.778789,-117.337989,Riverside,9,12,6.88,0.0,76.38461538,0.0,0,1616000
6585,065-2640,HORSE,2009,1300.0,Miscellaneous,8/19/2009,1420.0,0.1,A,33.55444444,-116.72305559999998,Riverside,8,19,5.59,0.0,76.5,1.0,0,2132000
6586,065-2641,HWY 95,2009,1411.0,Missing/Undefined,4/20/2009,2000.0,8.0,B,33.71172,-114.53733000000001,Riverside,4,20,4.585,0.0,76.81818182,1.0,0,2132000
6587,065-2642,INDIAN,2009,1510.0,Miscellaneous,7/21/2009,1530.0,0.1,A,33.75305556,-117.45666670000001,Riverside,7,21,6.6575,0.001071429,84.81818182,1.0,0,2132000
6588,065-2643,INDIAN,2009,1414.0,Missing/Undefined,8/1/2009,1426.0,0.1,A,33.0,-116.0,Riverside,8,1,6.4875,0.0,77.45454545,1.0,0,2132000
6589,065-2644,IVY,2009,1300.0,Equipment Use,6/23/2009,1310.0,2.0,B,33.76472222,-117.4861111,Riverside,6,23,6.32,0.0007407410000000001,71.18181818,1.0,0,2132000
6590,065-2645,JAMES,2009,1800.0,Campfire,8/13/2009,1910.0,0.1,A,33.80638889,-116.77916670000002,Riverside,8,13,6.5425,0.00043478300000000006,78.3,1.0,0,2132000
6591,065-2646,LACRESTA,2009,1158.0,Missing/Undefined,9/25/2009,1800.0,25.0,C,33.567778000000004,-117.270556,Riverside,9,24,5.425,0.0,80.72727273,1.0,0,2132000
6592,065-2647,LAKE,2009,1840.0,Missing/Undefined,7/6/2009,1900.0,1.0,B,33.69044,-117.28203,Riverside,7,6,7.3825,0.0007142860000000001,78.18181818,1.0,0,2132000
6593,065-2648,LAMB,2009,1136.0,Equipment Use,7/11/2009,1800.0,288.0,D,33.853395,-117.005885,Riverside,7,11,6.88,0.0,83.09090909,1.0,0,2132000
6594,065-2649,LAMBS,2009,417.0,Missing/Undefined,8/16/2009,445.0,0.1,A,33.8597,-117.0089,Riverside,8,16,5.705,0.0,72.5,1.0,0,2132000
6595,065-265,LOCAL,2001,1448.0,Children,9/17/2001,1548.0,0.1,A,33.547469,-116.2244,Riverside,9,17,5.3675,0.0,72.84615385,0.0,0,1616000
6596,065-2650,LEHMANN,2009,1159.0,Miscellaneous,8/21/2009,1230.0,0.1,A,33.92527778,-116.6925,Riverside,8,21,7.3825,0.0,78.72727273,1.0,0,2132000
6597,065-2651,LOCAL,2009,1420.0,Miscellaneous,8/19/2009,1500.0,0.1,A,33.57444444,-116.65305559999999,Riverside,8,19,5.59,0.0,76.5,1.0,0,2132000
6598,065-2652,LOG,2009,1014.0,Campfire,6/23/2009,1050.0,0.1,A,33.58527778,-116.4575,Riverside,6,23,6.32,0.0007407410000000001,71.18181818,1.0,0,2132000
6599,065-2653,MAIN,2009,1832.0,Missing/Undefined,5/16/2009,2200.0,2.0,B,33.68272,-117.30356,Riverside,5,16,5.535,0.00034482800000000004,75.9,1.0,0,2132000
6600,065-2654,MAIN,2009,2045.0,Miscellaneous,8/5/2009,2105.0,0.75,B,33.82777778,-117.57555559999999,Riverside,8,5,7.325,0.0,83.81818182,1.0,0,2132000
6601,065-2655,MAN,2009,1659.0,Campfire,5/23/2009,1710.0,0.1,A,33.61222222,-116.6611111,Riverside,5,23,7.3825,0.0,66.09090909,1.0,0,2132000
6602,065-2656,MARINE,2009,1015.0,Campfire,3/8/2009,1045.0,0.1,A,33.75944444,-116.8311111,Riverside,3,8,5.425,0.0,50.27272727,1.0,0,2132000
6603,065-2657,MARTINEZ,2009,1800.0,Miscellaneous,7/9/2009,1800.0,6.0,B,33.53094,-116.33661000000001,Riverside,7,8,7.4375,0.00035714300000000003,75.0,1.0,0,2132000
6604,065-2658,MAYWOOD,2009,1218.0,Arson,6/9/2009,1500.0,3.0,B,33.759195,-117.307363,Riverside,6,9,10.905,0.0017857139999999999,61.54545455,1.0,0,2132000
6605,065-2659,MEMORIAL,2009,1050.0,Campfire,5/23/2009,1100.0,0.1,A,33.62305556,-116.68111110000001,Riverside,5,23,7.3825,0.0,66.09090909,1.0,0,2132000
6606,065-266,LOCAL,2001,1655.0,Smoking,9/20/2001,1703.0,0.1,A,33.910231,-116.554111,Riverside,9,20,5.0325,0.0,76.07692308,0.0,0,1616000
6607,065-2660,MOJAVE,2009,1450.0,Lightning,9/2/2009,1730.0,1.0,B,33.73138889,-116.84,Riverside,9,2,5.5925,0.02125,82.90909091,1.0,0,2132000
6608,065-2661,MOUNTAIN,2009,1125.0,Campfire,5/23/2009,1135.0,0.1,A,33.61194444,-116.66166670000001,Riverside,5,23,7.3825,0.0,66.09090909,1.0,0,2132000
6609,065-2662,NORTH FORK,2009,1635.0,Campfire,6/5/2009,1700.0,0.1,A,33.60777778,-116.65583329999998,Riverside,6,5,10.6825,0.0,60.0,1.0,0,2132000
6610,065-2663,OAK,2009,1400.0,Missing/Undefined,8/31/2009,1800.0,3.0,B,33.62169,-117.24353,Riverside,8,31,5.875,0.0,85.36363636,1.0,0,2132000
6611,065-2664,ORANGE,2009,1845.0,Miscellaneous,7/25/2009,2100.0,1.0,B,33.74333333,-116.83722220000001,Riverside,7,25,5.65,0.008076923,80.18181818,1.0,0,2132000
6612,065-2665,ORCHARD,2009,1240.0,Debris Burning,10/2/2009,1246.0,0.1,A,33.7325,-116.84055559999999,Riverside,10,2,4.53,0.0,69.36363636,1.0,0,2132000
6613,065-2666,ORTEGA,2009,1547.0,Miscellaneous,4/20/2009,1610.0,0.1,A,33.65583333,-117.39666670000001,Riverside,4,20,4.585,0.0,76.81818182,1.0,0,2132000
6614,065-2667,PARADISE,2009,1030.0,Equipment Use,9/23/2009,1200.0,0.25,A,33.57111111,-116.5961111,Riverside,9,23,5.3125,0.0,81.18181818,1.0,0,2132000
6615,065-2668,PAUBA,2009,908.0,Missing/Undefined,11/3/2009,1030.0,0.3,B,33.47128,-117.01728,Riverside,11,3,3.47,0.0,70.09090909,1.0,0,2132000
6616,065-2669,PEAK,2009,1502.0,Equipment Use,5/19/2009,1800.0,3.0,B,33.755553000000006,-117.30348500000001,Riverside,5,19,7.55,0.0,76.4,1.0,0,2132000
6617,065-267,LOCAL,2001,1321.0,Miscellaneous,9/22/2001,1330.0,0.1,A,33.7223,-116.19041100000001,Riverside,9,22,4.6975,0.0,78.07692308,0.0,0,1616000
6618,065-2670,PINE,2009,1100.0,Campfire,5/24/2009,1700.0,0.25,A,33.76583333,-116.90055559999999,Riverside,5,24,8.275,0.0,64.45454545,1.0,1,2132000
6619,065-2671,POPPET,2009,1400.0,Miscellaneous,6/27/2009,1425.0,0.25,A,33.84305556,-116.8375,Riverside,6,27,5.535,0.0,80.63636364,1.0,1,2132000
6620,065-2672,QUAIL,2009,1113.0,Missing/Undefined,7/2/2009,1630.0,39.0,C,33.853809999999996,-117.01522,Riverside,7,2,6.6,0.002592593,79.36363636,1.0,1,2132000
6621,065-2673,RABBIT,2009,1506.0,Missing/Undefined,7/9/2009,600.0,85.0,C,33.93947,-117.04358,Riverside,7,8,7.4375,0.00035714300000000003,75.0,1.0,1,2132000
6622,065-2674,RANCH,2009,955.0,Missing/Undefined,7/17/2009,1100.0,1.0,B,33.89414,-116.94708,Riverside,7,17,7.1575,0.0,85.18181818,1.0,1,2132000
6623,065-2675,RANCHO,2009,1845.0,Miscellaneous,4/26/2009,1847.0,0.1,A,33.60916667,-117.355,Riverside,4,26,7.385,0.0,55.4,1.0,1,2132000
6624,065-2676,REED,2009,830.0,Campfire,8/14/2009,1125.0,0.1,A,33.58388889,-116.81833329999999,Riverside,8,14,7.7725,0.0,74.4,1.0,1,2132000
6625,065-2677,RICHARD,2009,908.0,Missing/Undefined,11/5/2009,933.0,0.5,B,33.74017,-117.28336000000002,Riverside,11,5,3.0775,0.0007692310000000001,61.27272727,1.0,1,2132000
6626,065-2678,SAGE,2009,1450.0,Miscellaneous,5/9/2009,1458.0,0.1,A,33.64722222,-116.94138889999999,Riverside,5,9,6.71,0.000689655,71.3,1.0,1,2132000
6627,065-2679,SHARP,2009,916.0,Missing/Undefined,8/17/2009,1000.0,1.0,B,33.7553,-117.2875,Riverside,8,17,5.315,0.0004,74.6,1.0,1,2132000
6628,065-268,LOCAL,2001,1822.0,Miscellaneous,9/30/2001,1830.0,0.1,A,33.924989000000004,-116.431739,Riverside,9,30,7.1025,0.0,83.84615385,0.0,1,1616000
6629,065-2680,SPRINGS,2009,1746.0,Miscellaneous,7/28/2009,2200.0,71.0,C,33.933,-117.09388999999999,Riverside,7,28,8.11,0.0,80.45454545,1.0,1,2132000
